airline_sentiment,negativereason,airline,airline_sentiment_gold,name,retweet_count,text,tweet_created,tweet_id,tweet_location,user_timezone
negative,Flight Booking Problems,Virgin America,,GoShar2012,0,@VirginAmerica why can't we book seats on your flights when we buy them or even during check in? Creates so much anxiety! #frustrated,2/22/15 14:07,5.6962E+17,"Providence, RI",Eastern Time (US & Canada)
negative,Flight Attendant Complaints,Virgin America,,MOCBlogger,0,@VirginAmerica You'd think paying an extra $100 bucks RT for luggage might afford you hiring an extra hand at @sfo #lame,2/22/15 14:03,5.69619E+17,San Diego,Alaska
positive,,Virgin America,,SkateMamas,0,@VirginAmerica best customer service rep in the world! #irmafromDallas takes the cake!!!,2/22/15 13:55,5.69616E+17,"Los Angeles, CA",
neutral,,Virgin America,,FiDiFamilies,0,@VirginAmerica Can you find us a flt out of LAX that is sooner than midnight on Monday? That would be great customer service _,2/22/15 13:49,5.69615E+17,New York City ,Eastern Time (US & Canada)
negative,Late Flight,Virgin America,,jarrydosborne,0,@VirginAmerica please provide status for flight 769.  I cant imagine it's on time as the Web indicates  dude to weather here and/or Dallas,2/22/15 13:47,5.69614E+17,New York,Eastern Time (US & Canada)
positive,,Virgin America,,HollywoodHotMom,0,@VirginAmerica you have amazing staff &amp; super helpful as I just ran the @WaltDisneyWorld #PrincessHalf they have spoiled me with comfort!!!,2/22/15 13:45,5.69614E+17,All Over!,Pacific Time (US & Canada)
negative,Cancelled Flight,Virgin America,,mlorenzen,0,"@VirginAmerica I paid the premium to fly you across the country, you Cancelled Flight my flight and offer no check fee or upgrade love? Sad face :(",2/22/15 13:29,5.6961E+17,"iPhone: 29.741360,-90.131523",Pacific Time (US & Canada)
negative,Flight Booking Problems,Virgin America,,Tyler_Starrine,0,@VirginAmerica question: is it not possible to book a seat for an infant under 2? It's not giving me the option but we want a seat for him.,2/22/15 13:23,5.69608E+17,Los Angeles,Pacific Time (US & Canada)
positive,,Virgin America,,jessicajaymes,2,Always have it together!!! You're welcome! RT @VirginAmerica: @jessicajaymes You're so welcome.,2/22/15 12:49,5.696E+17,"hollywood, california",Pacific Time (US & Canada)
positive,,Virgin America,,livingfitly,0,@virginamerica #flight home to #dc #sunset #globe in' #backtowinter back to #work! #refreshed http://t.co/VX9vBCTdLf,2/22/15 12:35,5.69596E+17,"Washington, DC",Eastern Time (US & Canada)
negative,Damaged Luggage,Virgin America,,khartline,0,.@VirginAmerica I don't understand why you need a DM to give me an answer on if you have a damaged luggage policy.,2/22/15 12:34,5.69596E+17,Las Vegas,Pacific Time (US & Canada)
negative,Damaged Luggage,Virgin America,,khartline,0,.@VirginAmerica does that mean you don't have a policy for destroyed luggage?,2/22/15 12:27,5.69594E+17,Las Vegas,Pacific Time (US & Canada)
neutral,,Virgin America,,MACRoxburgh,0,@VirginAmerica is there special assistance if I travel alone w/2 kids and 1 infant? Priority boarding?,2/22/15 11:56,5.69587E+17,,Atlantic Time (Canada)
positive,,Virgin America,,paulnakada,0,@VirginAmerica thank you for checking in. tickets are purchased and customer is happy ;-),2/22/15 11:33,5.69581E+17,San Francisco,Pacific Time (US & Canada)
neutral,,Virgin America,,wildcatdad,0,@VirginAmerica is your website ever coming back online?,2/22/15 11:13,5.69576E+17,,
neutral,,Virgin America,,RheaThurman1,0,"@VirginAmerica  - Is Flight 713 from Love Field to SFO definitely Cancelled Flightled for Monday, February 23?",2/22/15 11:10,5.69575E+17,,
neutral,,Virgin America,,Osiris91780,0,@VirginAmerica Is flight 0769 out of LGA to DFW on time?,2/22/15 11:10,5.69575E+17,,
neutral,,Virgin America,,HeatherWhoo,0,@VirginAmerica my drivers license is expired by a little over a month. Can I fly Friday morning using my expired license?,2/22/15 11:10,5.69575E+17,,
negative,Customer Service Issue,Virgin America,,paulnakada,0,@VirginAmerica having problems Flight Booking Problems on the web site. keeps giving me an error and to contact by phone.  phone is 30 minute wait.,2/22/15 11:02,5.69573E+17,San Francisco,Pacific Time (US & Canada)
negative,Cancelled Flight,Virgin America,,RampantSmashing,0,@VirginAmerica How do I reschedule my Cancelled Flightled flights online? The change button is greyed out!,2/22/15 11:01,5.69573E+17,CA,
negative,Flight Booking Problems,Virgin America,,intlwriter,0,"@VirginAmerica I rang, but there is a wait for 35 minutes!! I can book the same ticket through a vendor, fix your site",2/22/15 10:38,5.69567E+17,@ the moment in New Delhi,Pacific Time (US & Canada)
negative,Late Flight,Virgin America,,finslippy,0,"@VirginAmerica got a flight (we were told) for 4:50 today..,checked my email and its for 4;50 TOMORROW. This is unacceptable.",2/22/15 10:30,5.69565E+17,Brooklyn,Eastern Time (US & Canada)
negative,Cancelled Flight,Virgin America,,finslippy,0,"@VirginAmerica our flight into lga was Cancelled Flighted. We're stuck in Dallas. I called to reschedule, told I could get a flight for today...(1/2)",2/22/15 10:29,5.69565E+17,Brooklyn,Eastern Time (US & Canada)
negative,Bad Flight,Virgin America,,Gr8Fratsby,0,@virginamerica why don't any of the pairings include red wine?! Only white is offered :( #redwineisbetter,2/22/15 10:19,5.69562E+17,"Washington, DC",Eastern Time (US & Canada)
negative,Customer Service Issue,Virgin America,,sbaaronson,0,@VirginAmerica is the website down?,2/22/15 8:56,5.69541E+17,Los Angeles,
negative,Customer Service Issue,Virgin America,,jonesbasf,0,@VirginAmerica - Your site seems a little wonked right now. May want to have a look. Tried on two browsers. No CSS? http://t.co/8qsQMM7KF2,2/22/15 8:53,5.6954E+17,,
negative,Customer Service Issue,Virgin America,,Gr8Fratsby,0,@VirginAmerica I'm disappointed that the agent at the designated silver status check in line @Dulles_Airport closed to assist all pasengers,2/22/15 5:51,5.69495E+17,"Washington, DC",Eastern Time (US & Canada)
neutral,,Virgin America,,NewsSWA,0,@VirginAmerica Plans to Include Austin to its Dallas Route - TopNews Arab #Emirates http://t.co/aqZWecOkk2,2/22/15 5:02,5.69482E+17,FL410,Sydney
negative,Customer Service Issue,Virgin America,,CSHangover,0,@VirginAmerica Is it normal to receive no reply from Central Baggage #baggageissues #smh,2/22/15 4:43,5.69478E+17,Tokyo,Irkutsk
negative,longlines,Virgin America,,girlphotophilly,0,@VirginAmerica at Logan airport and waiting to checkin for my 9am flight. Checkin desk not open !!!!! Why?!,2/22/15 3:39,5.69461E+17,"Philadelphia, Pa",Eastern Time (US & Canada)
neutral,,Virgin America,,NewsSWA,0,@VirginAmerica to jump into the Dallas-Austin market - @Dallas_News http://t.co/EwwGi97gdx,2/22/15 3:32,5.6946E+17,FL410,Sydney
neutral,,Virgin America,,NewsSWA,0,"@VirginAmerica Beats EPS Views, Takes On #SouthwestAir VA LUV - Investor's Business Daily http://t.co/FLwmGDAHxu",2/22/15 3:02,5.69452E+17,FL410,Sydney
neutral,,Virgin America,,Graemelodge5545,0,@VirginAmerica Lister to my show my on Monday 1230 130,2/22/15 2:42,5.69447E+17,,
neutral,,Virgin America,,NewsSWA,0,@VirginAmerica to begin Dallas-Austin #flights in April - 88.9 KETR http://t.co/SSUVWwkyHH,2/22/15 1:32,5.69429E+17,FL410,Sydney
negative,Can't Tell,Virgin America,,Boards707,0,"@VirginAmerica congrats, you just got all my business from EWR to SFO/LAX. Fuck you @united fl1289 SFO/EWR was the clincher...",2/21/15 21:32,5.69369E+17,"Belmar, NJ",Eastern Time (US & Canada)
negative,Customer Service Issue,Virgin America,,MikeWiener,0,@VirginAmerica  I applied over 2 weeks ago. Haven't heard back and I'm flying this week #disappointed,2/21/15 21:28,5.69368E+17,,Eastern Time (US & Canada)
neutral,,Virgin America,,khartline,0,@VirginAmerica I'd love to know what your policy is for damaged luggage.,2/21/15 20:41,5.69356E+17,Las Vegas,Pacific Time (US & Canada)
positive,,Virgin America,,simpasmore,0,@VirginAmerica Thank you for the follow,2/21/15 20:33,5.69354E+17,Barbados ,Eastern Time (US & Canada)
negative,Customer Service Issue,Virgin America,,ChrysiChrysic,0,@VirginAmerica - too many apologies! You r the worse airlines! Don't even respond to your cudtomers,2/21/15 20:21,5.69351E+17,,
negative,Cancelled Flight,Virgin America,,ChrysiChrysic,0,@VirginAmerica shame on VA for making people spend money in stranded cities when other airlines are landing at JFK! Who will reimburse me?,2/21/15 20:11,5.69349E+17,,
neutral,,Virgin America,,TTINAC11,0,@VirginAmerica @TTINAC11 I DM you,2/21/15 18:35,5.69325E+17,"Las Vegas, NV",Mountain Time (US & Canada)
neutral,,Virgin America,,elaurawrr,0,@VirginAmerica can you please have flights in  SJC ? I have no choice but to fly Southwest to Vegas ___,2/21/15 18:29,5.69323E+17,,Arizona
negative,Customer Service Issue,Virgin America,,joyabsalon,0,@VirginAmerica too bad you say it takes 10 to 14 days via YOUR confirmation email. When I inquired after 3 weeks you claim 6 to 8 weeks!,2/21/15 18:29,5.69323E+17,Northern Virginia,Eastern Time (US & Canada)
negative,Cancelled Flight,Virgin America,,meladorri,0,@VirginAmerica Flight from BOS &gt; LAS tomorrow was Cancelled Flightled. No notification; wait times are 1+ hour. Will you rebook on another airline?,2/21/15 18:11,5.69319E+17,"Boston, MA",Central Time (US & Canada)
positive,,Virgin America,,miaerolinea,0,__ RT @VirginAmerica: You۪ve met your match. Got status on another airline? Upgrade (+restr): http://t.co/RHKaMx9VF5. http://t.co/PYalebgkJt,2/21/15 18:09,5.69318E+17,Worldwide,Caracas
positive,,Virgin America,,archiegips,0,@VirginAmerica Only way to fly! #Elevate #Gold,2/21/15 18:02,5.69316E+17,LaLa Land,Pacific Time (US & Canada)
neutral,,Virgin America,,obiwantoby,0,@VirginAmerica If only you guys had flights from CMH.,2/21/15 17:43,5.69311E+17,,Quito
negative,Can't Tell,Virgin America,,MarwaYousofzoy,0,"@VirginAmerica a lot of ""apologies"" being thrown out to customers from what I can see.Very sad. Thanks for nothing. Worst airline ever.",2/21/15 17:41,5.69311E+17,,
negative,Flight Attendant Complaints,Virgin America,,TTINAC11,0,@VirginAmerica  for all my flight stuff wrong and did nothing about it. Had #worst #flight ever,2/21/15 17:40,5.69311E+17,"Las Vegas, NV",Mountain Time (US & Canada)
neutral,,Virgin America,,TheNotoriousLEX,0,@VirginAmerica Having an issue finding a missing item on a plane. Can you help me find which airport my plane headed to next?,2/21/15 17:18,5.69305E+17,Chicago ,Central Time (US & Canada)
positive,,Virgin America,,advertisingdiva,0,@VirginAmerica you will match my #AmericanAirlines status? Cool!,2/21/15 17:15,5.69304E+17,DC - LA - Venice Beach,Eastern Time (US & Canada)
neutral,,Virgin America,,Floxie10,0,@VirginAmerica:You've met your match.Got status on another airline? Upgrade : http://t.co/H952rDKTqy۝ @asarco_ES_ar ? _٪,2/21/15 17:14,5.69304E+17,Argentina,
negative,Flight Booking Problems,Virgin America,,alexrkonrad,0,@VirginAmerica trying to book a flight with you guys and your website won't let me... about to lose my business,2/21/15 17:13,5.69304E+17,"New York, NY",Eastern Time (US & Canada)
negative,Can't Tell,Virgin America,,MarwaYousofzoy,0,@VirginAmerica you suck!,2/21/15 17:13,5.69304E+17,,
positive,,Virgin America,,lexiesalas,0,@VirginAmerica thanks!,2/21/15 16:50,5.69298E+17,BAYAREANYC,Pacific Time (US & Canada)
negative,Flight Booking Problems,Virgin America,,MaximWheatley,0,@VirginAmerica Just DM'd. Same issue persisting.,2/21/15 16:19,5.6929E+17,"Washington, DC",Atlantic Time (Canada)
negative,Cancelled Flight,Virgin America,,FiDiFamilies,0,@VirginAmerica Because we never rec'd Cancelled Flightlation notice we were left w no options to fly out of PS. Driving to LA for a red eye Mon w kids,2/21/15 15:47,5.69282E+17,New York City ,Eastern Time (US & Canada)
negative,Flight Booking Problems,Virgin America,,lexiesalas,0,@VirginAmerica trying to book a flight &amp; your site is down _,2/21/15 15:29,5.69278E+17,BAYAREANYC,Pacific Time (US & Canada)
negative,Cancelled Flight,Virgin America,,Artenis15,0,@VirginAmerica You have any flights flying into Boston tomorrow? I need to be home and you Cancelled Flightled my flight and didn't do anything,2/21/15 15:27,5.69277E+17,MA // Ashton in Wonderland,Eastern Time (US & Canada)
negative,Cancelled Flight,Virgin America,,NancyJFriedman,0,@VirginAmerica you stink. Flight Cancelled Flighted from PSP to JFK and no notification or ability to rebook #disappointed.  #expected better,2/21/15 14:34,5.69264E+17,New York City,Eastern Time (US & Canada)
positive,,Virgin America,,JT_Magana,0,@VirginAmerica I love your guy's song! We're dancing to it for our high school dance revue,2/21/15 14:28,5.69263E+17,,
negative,Customer Service Issue,Virgin America,,MaximWheatley,0,@VirginAmerica Your website is down and I'm trying to check in!,2/21/15 14:27,5.69262E+17,"Washington, DC",Atlantic Time (Canada)
positive,,Virgin America,,carabubes,0,"@VirginAmerica done! Thank you for the quick response, apparently faster than sitting on hold ;)",2/21/15 14:24,5.69261E+17,"Los Angeles, California",Central Time (US & Canada)
neutral,,Virgin America,,carabubes,0,@VirginAmerica nervous about my flight from DC to LAX getting Cancelled Flightled tomorrow! Just sent you a DM to help me!,2/21/15 14:23,5.69261E+17,"Los Angeles, California",Central Time (US & Canada)
positive,,Virgin America,,wmrrock,0,@VirginAmerica cool picture of another VirginAmerica plane off our wing. What a site! http://t.co/5B2agFd8c4,2/21/15 14:21,5.69261E+17,CT,Eastern Time (US & Canada)
positive,,Virgin America,,DailyBillboard,0,@VirginAmerica Keep up the great work :),2/21/15 13:52,5.69253E+17,"Los Angeles, California",Pacific Time (US & Canada)
positive,,Virgin America,,BigRichTexasPam,0,@VirginAmerica my goodness your people @love field are amazing under pressure _from Texas #beatstheothers in crisis Please fly me to NY,2/21/15 13:52,5.69253E+17,FREE ADVICE! ,Central Time (US & Canada)
positive,,Virgin America,,rtw4,0,@VirginAmerica Thanks for a great flight from LA to Boston! Pilots did a great job landing in the snow. Can we go back to LA now? #seriously,2/21/15 13:41,5.6925E+17,"Natick, MA, USA",Central Time (US & Canada)
neutral,,Virgin America,,casualdiego,0,@VirginAmerica can you please get me to the new york area before monday afternoon,2/21/15 13:32,5.69248E+17,"okayville, population me",
positive,,Virgin America,,kyle_romanoff,0,"@VirginAmerica Thanks so much for the awesome support, you guys rock!",2/21/15 13:32,5.69248E+17,,
negative,Bad Flight,Virgin America,,wmrrock,0,@VirginAmerica seats in Row 8 don't recline should mention that on your website #soreback,2/21/15 13:30,5.69248E+17,CT,Eastern Time (US & Canada)
negative,Late Flight,Virgin America,,wmrrock,0,@VirginAmerica flight 404 delayed 2 hours in LA due to mechanical problems. Handle like pros but you could have tossed us a free drink.,2/21/15 13:28,5.69247E+17,CT,Eastern Time (US & Canada)
negative,Cancelled Flight,Virgin America,,BigRichTexasPam,0,@VirginAmerica why Cancelled Flight flights today? No precipitation to be scared of!  ,2/21/15 13:18,5.69245E+17,FREE ADVICE! ,Central Time (US & Canada)
positive,,Virgin America,,aaronkurlander,0,@VirginAmerica twitter team. you guys killed it for rescheduling me asap. thank you!,2/21/15 13:00,5.6924E+17,"New York, NY",Eastern Time (US & Canada)
negative,Cancelled Flight,Virgin America,,MistakeCakeJake,0,@VirginAmerica You guys charged me $100 to reschedule a flight that was then Cancelled Flighted and are now refusing to refund it. What's the deal?,2/21/15 12:54,5.69239E+17,,Central Time (US & Canada)
negative,Customer Service Issue,Virgin America,,NoelArtiles,0,@VirginAmerica can۪t access your website from Safari on iPhone 6. Seems to work on Mac and iPad. Need iPhone to add Passbook.,2/21/15 12:48,5.69237E+17,"Austin, TX",Central Time (US & Canada)
neutral,,Virgin America,,floatingatoll,0,"@VirginAmerica on iPad and iPhone, clicking the CHECKIN link in the email I received at 24hrs before flight",2/21/15 12:45,5.69236E+17,"Silicon Valley, California",Pacific Time (US & Canada)
negative,Customer Service Issue,Virgin America,,floatingatoll,0,"@VirginAmerica your mobile site is broken, shows 
""{{header.elevateUser.numOfPointsAvailable || '0' | number}} Points"", won't let me checkin",2/21/15 12:44,5.69236E+17,"Silicon Valley, California",Pacific Time (US & Canada)
negative,Cancelled Flight,Virgin America,,aaronkurlander,0,@VirginAmerica I was really looking forward to my flight. can you let me know when it will be rescheduled? #diehardvirgin,2/21/15 12:23,5.69231E+17,"New York, NY",Eastern Time (US & Canada)
