Age,WorkClass,Education,MartialStatus,Occupation,Relationship,Race,Sex,HoursPerWeek,NativeCountry,GE50K
26,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,40,United-States,0
34,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,35,Taiwan,1
19,,Some-college,Never-married,,Own-child,Black,Female,25,United-States,0
36,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,Black,Female,40,United-States,1
22,Private,Some-college,Never-married,Sales,Own-child,White,Male,15,United-States,0
24,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0
77,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0
22,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,40,Mexico,0
29,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,0
62,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,24,United-States,0
39,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0
43,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0
35,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,45,United-States,0
29,Private,11th,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,0
76,Self-emp-not-inc,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,10,United-States,0
63,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,0
23,,Assoc-voc,Never-married,,Own-child,Black,Female,15,United-States,0
43,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,1
58,Self-emp-not-inc,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0
66,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,55,United-States,0
41,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,45,United-States,0
26,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0
47,Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,Male,40,United-States,0
55,Local-gov,10th,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0
53,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0
17,Private,5th-6th,Never-married,Other-service,Other-relative,White,Male,48,Mexico,0
30,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,40,United-States,0
49,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States,0
19,Private,HS-grad,Never-married,Sales,Unmarried,Black,Male,30,Haiti,0
45,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,0
26,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,40,United-States,0
38,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
36,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,1
33,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,20,United-States,0
22,State-gov,Some-college,Never-married,Protective-serv,Own-child,Black,Female,40,United-States,0
43,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,42,United-States,0
67,,11th,Married-civ-spouse,,Husband,White,Male,8,United-States,0
30,,Assoc-voc,Divorced,,Unmarried,White,Female,40,United-States,0
56,Private,Assoc-acdm,Married-spouse-absent,Other-service,Not-in-family,White,Male,25,Iran,0
31,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,25,United-States,0
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
26,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
46,Local-gov,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,30,United-States,0
59,,Bachelors,Married-civ-spouse,,Husband,White,Male,40,United-States,1
38,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1
65,Private,11th,Widowed,Other-service,Unmarried,Other,Male,40,United-States,0
40,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1
42,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,0
26,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Portugal,0
36,Private,10th,Married-civ-spouse,Other-service,Wife,White,Female,24,United-States,0
62,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
43,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,0
43,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,45,United-States,1
22,Private,HS-grad,Married-spouse-absent,Sales,Not-in-family,White,Male,55,United-States,0
28,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
56,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,0
22,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Female,15,United-States,0
57,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,45,United-States,1
39,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,40,United-States,0
26,Federal-gov,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,15,United-States,0
17,Private,11th,Never-married,Other-service,Own-child,White,Male,10,United-States,0
40,State-gov,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,38,United-States,1
45,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,0
44,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,40,United-States,0
20,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,10,United-States,0
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States,0
23,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,40,United-States,0
46,Self-emp-not-inc,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,30,United-States,0
38,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0
54,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,0
46,Private,5th-6th,Divorced,Craft-repair,Not-in-family,White,Female,45,United-States,0
25,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
46,Private,Some-college,Divorced,Sales,Not-in-family,White,Female,40,United-States,0
36,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Wife,White,Female,40,United-States,0
23,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,25,United-States,0
29,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0
44,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,6,United-States,1
19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,16,United-States,0
19,Private,HS-grad,Never-married,Other-service,Other-relative,White,Female,40,United-States,0
35,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,1
27,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,0
46,Self-emp-not-inc,Assoc-acdm,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,0
34,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,,1
34,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,35,United-States,0
44,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0
45,Private,Some-college,Divorced,Handlers-cleaners,Unmarried,White,Female,40,United-States,0
20,,HS-grad,Never-married,,Other-relative,White,Female,35,United-States,0
25,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1
52,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
20,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0
28,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,40,United-States,0
50,State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,1
34,Private,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Female,64,United-States,0
28,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,40,Puerto-Rico,0
41,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,United-States,1
28,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0
46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,25,United-States,0
28,,Some-college,Married-civ-spouse,,Wife,White,Female,40,United-States,1
32,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0
41,Local-gov,Some-college,Divorced,Other-service,Not-in-family,Black,Female,24,United-States,0
24,Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,Black,Female,40,United-States,0
33,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,0
46,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1
31,State-gov,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
35,Private,12th,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,1
52,Private,1st-4th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,0
30,Private,11th,Never-married,Other-service,Own-child,White,Female,19,United-States,0
34,Local-gov,11th,Separated,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,0
34,State-gov,HS-grad,Divorced,Transport-moving,Unmarried,White,Female,40,United-States,0
20,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,30,United-States,0
17,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,18,United-States,0
32,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,1
29,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,40,United-States,0
33,Private,10th,Never-married,Craft-repair,Unmarried,White,Female,35,United-States,0
25,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,0
36,Federal-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0
23,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,72,Dominican-Republic,0
63,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
47,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0
80,,HS-grad,Widowed,,Not-in-family,White,Male,24,United-States,0
17,,11th,Never-married,,Own-child,White,Male,40,United-States,0
40,Self-emp-not-inc,Bachelors,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,40,United-States,0
30,Private,Assoc-acdm,Married-civ-spouse,Other-service,Wife,White,Female,25,United-States,1
27,Private,Some-college,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,40,Philippines,0
33,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
34,Local-gov,HS-grad,Never-married,Farming-fishing,Not-in-family,Black,Male,60,United-States,0
34,Local-gov,Some-college,Never-married,Protective-serv,Not-in-family,White,Female,40,United-States,0
23,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0
42,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,0
29,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0
45,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,28,United-States,0
24,Federal-gov,HS-grad,Never-married,Armed-Forces,Own-child,White,Male,40,United-States,0
44,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
27,Private,9th,Never-married,Craft-repair,Other-relative,White,Male,40,Mexico,0
20,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,35,United-States,0
44,Private,HS-grad,Widowed,Exec-managerial,Unmarried,Black,Female,40,United-States,0
51,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,40,United-States,0
20,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
17,,11th,Never-married,,Own-child,White,Female,5,United-States,0
19,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Female,40,United-States,0
45,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,1
60,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
42,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,,1
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,1
40,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,United-States,1
30,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,0
38,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,50,United-States,0
23,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,0
32,,Some-college,Married-civ-spouse,,Husband,White,Male,40,United-States,0
44,Private,Assoc-acdm,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,0
54,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,0
32,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0
50,Private,1st-4th,Married-spouse-absent,Craft-repair,Unmarried,White,Male,40,United-States,0
24,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,20,United-States,0
37,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,60,United-States,0
52,Private,HS-grad,Divorced,Transport-moving,Unmarried,White,Male,40,United-States,0
38,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0
49,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1
30,Private,Bachelors,Married-civ-spouse,Tech-support,Wife,White,Female,16,United-States,1
60,Private,Some-college,Never-married,Prof-specialty,Unmarried,White,Male,40,United-States,1
22,,Some-college,Never-married,,Own-child,White,Male,40,United-States,0
35,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0
30,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,60,United-States,0
67,Private,Assoc-voc,Divorced,Other-service,Not-in-family,White,Female,24,United-States,0
46,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,0
17,Private,9th,Never-married,Other-service,Not-in-family,White,Male,6,United-States,0
22,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States,0
27,Private,10th,Never-married,Other-service,Not-in-family,White,Male,40,United-States,0
23,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,35,United-States,0
33,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,45,Portugal,0
43,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,20,United-States,0
28,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,20,United-States,0
41,Private,HS-grad,Married-spouse-absent,Craft-repair,Unmarried,White,Female,40,United-States,0
52,,12th,Never-married,,Other-relative,Black,Male,40,United-States,0
25,Private,Some-college,Married-spouse-absent,Adm-clerical,Own-child,Black,Female,20,United-States,0
63,,1st-4th,Married-civ-spouse,,Husband,White,Male,35,United-States,0
59,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,0
45,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,0
38,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,1
40,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,35,United-States,0
46,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,0
35,Private,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Female,60,United-States,0
34,Private,HS-grad,Divorced,Prof-specialty,Unmarried,White,Female,25,United-States,0
33,Private,Bachelors,Never-married,Craft-repair,Own-child,White,Male,20,United-States,0
41,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,36,United-States,0
20,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,0
23,Private,5th-6th,Never-married,Other-service,Own-child,White,Male,40,El-Salvador,0
